name,address,arrondissement,code_insee,annee_scolaire,type,lat,lng
BRUXELLES (32) POLY,32 RUE DE BRUXELLES,9ème Ardt,75109,2026-2027,Polyvalent,48.882999745994724,2.3288013997792945
RENAUDES (31) MAT,31 RENAUDES (31) MAT,17ème Ardt,75117,2026-2027,Maternelle,48.880698602550176,2.2977207615324162
FRANCOISE DORLEAC (2) MAT,2 FRANCOISE DORLEAC (2) MAT,18ème Ardt,75118,2026-2027,Maternelle,48.8993899007631,2.337452792317367
DUSSOUBS (42) POLY,42 RUE DUSSOUBS,2ème Ardt,75102,2026-2027,Polyvalent,48.86716386802309,2.3496943647589115
ST MERRI (11) POLY,11 RUE SAINT MERRI,4ème Ardt,75104,2026-2027,Polyvalent,48.8593047674744,2.352953080890981
MOUFFETARD (29) MAT,29 RUE MOUFFETARD,5ème Ardt,75105,2026-2027,Maternelle,48.843986620495215,2.3494204485428423
ST GERMAIN L'AUXERROIS (6) MAT,6 RUE ST GERMAIN L'AUXERROIS,1er Ardt,75101,2026-2027,Maternelle,48.85821794704413,2.345386713065591
VANEAU (48) MAT,48 RUE VANEAU,7ème Ardt,75107,2026-2027,Maternelle,48.85120382889964,2.3191643703035774
CHAPON (25) MAT,25 RUE CHAPON,3ème Ardt,75103,2026-2027,Maternelle,48.86362012574478,2.3551721155360243
LOUIS VIERNE (6) MAT,6 LOUIS VIERNE (6) MAT,17ème Ardt,75117,2026-2027,Maternelle,48.888124404729375,2.290018854657438
LACHAMBEAUDIE (2) MAT,2 LACHAMBEAUDIE (2) MAT,12ème Ardt,75112,2026-2027,Maternelle,48.835561932249675,2.3863978230518272
PICPUS (45) MAT,45 PICPUS (45) MAT,12ème Ardt,75112,2026-2027,Maternelle,48.843464817594764,2.396969894674865
PIERRE FONCIN (4) POLY B,4 PIERRE FONCIN (4) POLY B,20ème Ardt,75120,2026-2027,Polyvalent,48.87134728251425,2.4093898611624813
JEANNE D'ARC (96) MAT,96 JEANNE D'ARC (96) MAT,13ème Ardt,75113,2026-2027,Maternelle,48.833702957209915,2.363384060953663
POINTE D'IVRY (17-35) MAT,17 POINTE D'IVRY (17-35) MAT,13ème Ardt,75113,2026-2027,Maternelle,48.82251676056329,2.3642791869269337
POMMARD (33) MAT,33 POMMARD (33) MAT,12ème Ardt,75112,2026-2027,Maternelle,48.83641592073815,2.3837080784822082
EMILE LEPEU (44) MAT,44 EMILE LEPEU (44) MAT,11ème Ardt,75111,2026-2027,Maternelle,48.856683261395006,2.3882253908830355
AMANDIERS (90) MAT,90 AMANDIERS (90) MAT,20ème Ardt,75120,2026-2027,Maternelle,48.86696740597216,2.3894199327196737
TOMBE ISSOIRE (77) MAT,77 TOMBE ISSOIRE (77) MAT,14ème Ardt,75114,2026-2027,Maternelle,48.82812131962506,2.332824268437374
ANDRE DEL SARTE (11) MAT,11 ANDRE DEL SARTE (11) MAT,18ème Ardt,75118,2026-2027,Maternelle,48.885717261088175,2.3463763599753693
SEPTIEME ART (2-4) MAT,2 SEPTIEME ART (2-4) MAT,19ème Ardt,75119,2026-2027,Maternelle,48.87812713450952,2.3879161933665136
VIOLET (38) MAT,38 VIOLET (38) MAT,15ème Ardt,75115,2026-2027,Maternelle,48.84750408293091,2.2928549748661577
GOUTTE D'OR (57) POLY,57 GOUTTE D'OR (57) POLY,18ème Ardt,75118,2026-2027,Polyvalent,48.88506323432988,2.351019164902994
ST LUC (3) MAT,3 ST LUC (3) MAT,18ème Ardt,75118,2026-2027,Maternelle,48.88563541815778,2.354178637766867
MONTEMPOIVRE (16) POLY,16 MONTEMPOIVRE (16) POLY,12ème Ardt,75112,2026-2027,Polyvalent,48.840138661603454,2.407014351230721
AUBERVILLIERS (132) MAT,132 AUBERVILLIERS (132) MAT,19ème Ardt,75119,2026-2027,Maternelle,48.89194768694661,2.3693696822056296
BALANCHINE (8-10) POLY,8 BALANCHINE (8-10) POLY,13ème Ardt,75113,2026-2027,Polyvalent,48.836467195826174,2.3736445553251295
VITRUVE (68) MAT,68 VITRUVE (68) MAT,20ème Ardt,75120,2026-2027,Maternelle,48.85926120243894,2.406797222388463
FONTARABIE (12) MAT,12 FONTARABIE (12) MAT,20ème Ardt,75120,2026-2027,Maternelle,48.85752136244199,2.4005116407946545
BELZUNCE (3) POLY,3 BELZUNCE (3) POLY,10ème Ardt,75110,2026-2027,Polyvalent,48.87919121558662,2.352834090670799
CHAMPIONNET (113) POLY,113 CHAMPIONNET (113) POLY,18ème Ardt,75118,2026-2027,Polyvalent,48.895588312904216,2.339143362226737
LE VAU (10) POLY,10 LE VAU (10) POLY,20ème Ardt,75120,2026-2027,Polyvalent,48.86659751849793,2.4113117143747926
DAUMESNIL (70) MAT,70 DAUMESNIL (70) MAT,12ème Ardt,75112,2026-2027,Maternelle,48.84470029088354,2.3803469857615727
EPINETTES (44) MAT,44 EPINETTES (44) MAT,17ème Ardt,75117,2026-2027,Maternelle,48.89706060780151,2.324089590815981
AUGUSTE PERRET (11) MAT,11 AUGUSTE PERRET (11) MAT,13ème Ardt,75113,2026-2027,Maternelle,48.82474059706989,2.3594097043633173
AMPERE (18) MAT,18 AMPERE (18) MAT,17ème Ardt,75117,2026-2027,Maternelle,48.88531855079069,2.3049460969373756
BALARD (95) MAT,95 BALARD (95) MAT,15ème Ardt,75115,2026-2027,Maternelle,48.837787585221214,2.2786549536473184
TRUFFAUT (15) POLY,15 TRUFFAUT (15) POLY,17ème Ardt,75117,2026-2027,Polyvalent,48.88493024951725,2.322540242614652
MACDONALD (141) POLY - Cesária ÉVORA,141 MACDONALD (141) POLY - CESARIA EVORA,19ème Ardt,75119,2026-2027,Polyvalent,48.89862625694644,2.3797415138896936
BOIS (2) MAT,2 BOIS (2) MAT,19ème Ardt,75119,2026-2027,Maternelle,48.87764997219968,2.395828176734433
GAMBETTA (29) MAT,29 GAMBETTA (29) MAT,20ème Ardt,75120,2026-2027,Maternelle,48.86409376538629,2.3918273371242567
RICAUT (8) MAT,8 RICAUT (8) MAT,13ème Ardt,75113,2026-2027,Maternelle,48.82985084240565,2.3614545805745077
EMERIAU (16) MAT,16 EMERIAU (16) MAT,15ème Ardt,75115,2026-2027,Maternelle,48.85134348418134,2.2878572112055
RECOLLETS (23) MAT,23 RECOLLETS (23) MAT,10ème Ardt,75110,2026-2027,Maternelle,48.87458896279983,2.3606602751767336
ANDRE BRECHET (21) MAT,21 ANDRE BRECHET (21) MAT,17ème Ardt,75117,2026-2027,Maternelle,48.89885885682679,2.326847650504811
MACDONALD (118) POLY,118 MACDONALD (118) POLY,19ème Ardt,75119,2026-2027,Polyvalent,48.899088333111806,2.3813455643169386
ALESIA (190) MAT,190 ALESIA (190) MAT,14ème Ardt,75114,2026-2027,Maternelle,48.83256626226925,2.3126541009177255
RICHOMME (18) MAT,18 RICHOMME (18) MAT,18ème Ardt,75118,2026-2027,Maternelle,48.886354513529774,2.3514285246115896
DURANTI (10 B) MAT,10 bis DURANTI (10 B) MAT,11ème Ardt,75111,2026-2027,Maternelle,48.860585425834756,2.383913549304241
THIONVILLE (6) MAT,6 THIONVILLE (6) MAT,19ème Ardt,75119,2026-2027,Maternelle,48.888026293576104,2.382209343714642
GODEFROY CAVAIGNAC (31) MAT,31 GODEFROY CAVAIGNAC (31) MAT,11ème Ardt,75111,2026-2027,Maternelle,48.855760916573004,2.380704174603892
BELLEVILLE (345) MAT,345 BELLEVILLE (345) MAT,19ème Ardt,75119,2026-2027,Maternelle,48.877008671318215,2.4055381256938637
COURONNES (94) MAT,94 COURONNES (94) MAT,20ème Ardt,75120,2026-2027,Maternelle,48.870420609539615,2.3876725121646776
SERVAN (54) MAT,54 SERVAN (54) MAT,11ème Ardt,75111,2026-2027,Maternelle,48.863031254508925,2.3818138125303907
CARPEAUX (5-7) MAT,5 CARPEAUX (5-7) MAT,18ème Ardt,75118,2026-2027,Maternelle,48.89035961315118,2.3298061120526445
CHAT.DES RENTIERS (103) MAT,103 CHAT.DES RENTIERS (103) MAT,13ème Ardt,75113,2026-2027,Maternelle,48.828173837361305,2.3672108439047443
BRILLAT SAVARIN (87) MAT,87 BRILLAT SAVARIN (87) MAT,13ème Ardt,75113,2026-2027,Maternelle,48.824409075967125,2.342842021454952
BELLEVILLE (77) ELEM A,77 BELLEVILLE (77) ELEM A,11ème Ardt,75111,2026-2027,Elémentaire,48.87127461968392,2.3774345605795686
ROMAINVILLE (57) ELEM A,57 ROMAINVILLE (57) ELEM A,19ème Ardt,75119,2026-2027,Elémentaire,48.877417068605105,2.4030100064609767
CHERNOVIZ (8) ELEM - GUY CHAULIAC,8 CHERNOVIZ (8) ELEM - GUY CHAULIAC,16ème Ardt,75116,2026-2027,Elémentaire,48.85737009298764,2.2819172941522194
GAMBETTA (103) ELEM,103 GAMBETTA (103) ELEM,20ème Ardt,75120,2026-2027,Elémentaire,48.86682852043191,2.3999711395936014
PELLEPORT (166) POLY,166 PELLEPORT (166) POLY,20ème Ardt,75120,2026-2027,Polyvalent,48.87336492633465,2.3979874549024034
DAVOUT (51) POLY,51 DAVOUT (51) POLY,20ème Ardt,75120,2026-2027,Polyvalent,48.85132892108274,2.410732854164186
TELEGRAPHE (29) MAT,29 TELEGRAPHE (29) MAT,20ème Ardt,75120,2026-2027,Maternelle,48.873410665618245,2.399105785179328
GUTENBERG (72) MAT,72 GUTENBERG (72) MAT,15ème Ardt,75115,2026-2027,Maternelle,48.841378660694225,2.278600402781948
VANDREZANNE (40) POLY,40 VANDREZANNE (40) POLY,13ème Ardt,75113,2026-2027,Polyvalent,48.82785931453252,2.3531537130965767
FROMENT (13) ELEM,13 FROMENT (13) ELEM,11ème Ardt,75111,2026-2027,Elémentaire,48.857415457084,2.3724940822965785
LACORDAIRE (7) ELEM,7 LACORDAIRE (7) ELEM,15ème Ardt,75115,2026-2027,Elémentaire,48.84385786191493,2.2842520263403903
PRISSE D'AVENNES (5) ELEM,5 PRISSE D'AVENNES (5) ELEM,14ème Ardt,75114,2026-2027,Elémentaire,48.82511885826271,2.328290185878548
FELIX FAURE (146) ELEM,146 FELIX FAURE (146) ELEM,15ème Ardt,75115,2026-2027,Elémentaire,48.83735652788694,2.279313380280919
ASSELINE (7) ELEM,7 ASSELINE (7) ELEM,14ème Ardt,75114,2026-2027,Elémentaire,48.83509126253949,2.322696528996835
BELLIARD (129) ELEM,129 BELLIARD (129) ELEM,18ème Ardt,75118,2026-2027,Elémentaire,48.89634919984214,2.335628779107625
VAUCANSON (6) POLY,6 RUE VAUCANSON,3ème Ardt,75103,2026-2027,Polyvalent,48.86711766168113,2.3567881058857116
BLANCHE (9 B) MAT,9 bis RUE BLANCHE,9ème Ardt,75109,2026-2027,Maternelle,48.87806920782908,2.3317475456180112
POISSONNIERS (142) POLY,142 POISSONNIERS (142) POLY,18ème Ardt,75118,2026-2027,Polyvalent,48.896813673292016,2.3530219082435435
SIMON BOLIVAR (65) MAT,65 SIMON BOLIVAR (65) MAT,19ème Ardt,75119,2026-2027,Maternelle,48.87636369873715,2.3777068568227797
OLIVIER METRA (32-34) POLY,32 OLIVIER METRA (32-34) POLY,20ème Ardt,75120,2026-2027,Polyvalent,48.873298373241624,2.3938520000480055
MARGUERITE LONG (5) POLY,5 MARGUERITE LONG (5) POLY,17ème Ardt,75117,2026-2027,Polyvalent,48.89101309347151,2.304519099872852
STEPHEN PICHON (28) MAT,28 STEPHEN PICHON (28) MAT,13ème Ardt,75113,2026-2027,Maternelle,48.832380595064215,2.3585484855159082
PASSY (25) MAT,25 PASSY (25) MAT,16ème Ardt,75116,2026-2027,Maternelle,48.858029502248876,2.2822315904631347
GROS (18) POLY,18 GROS (18) POLY,16ème Ardt,75116,2026-2027,Polyvalent,48.85138249712522,2.2761485510551496
FOREST (14) POLY,14 FOREST (14) POLY,18ème Ardt,75118,2026-2027,Polyvalent,48.885733364741284,2.3290873902091733
LACORDAIRE (5) MAT,5 LACORDAIRE (5) MAT,15ème Ardt,75115,2026-2027,Maternelle,48.844068637365275,2.284436119000751
HOSPITALIERES ST GERVAIS (10) POLY,10 R HOSPITALIERES ST GERVAIS,4ème Ardt,75104,2026-2027,Polyvalent,48.85791478449449,2.3591417819637286
CHABROL (41) ELEM,41 CHABROL (41) ELEM,10ème Ardt,75110,2026-2027,Elémentaire,48.87681430565876,2.353018658033968
ARMAND ROUSSEAU (13) MAT,13 ARMAND ROUSSEAU (13) MAT,12ème Ardt,75112,2026-2027,Maternelle,48.83651227435612,2.4091531070899768
MARSOULAN (16) MAT,16 MARSOULAN (16) MAT,12ème Ardt,75112,2026-2027,Maternelle,48.84634860501086,2.4033410170217393
DECAMPS (4) POLY,4 DECAMPS (4) POLY,16ème Ardt,75116,2026-2027,Polyvalent,48.865251799611215,2.2825335586619566
CARDINAL AMETTE (3) MAT,3 CARDINAL AMETTE (3) MAT,15ème Ardt,75115,2026-2027,Maternelle,48.85093752536021,2.297107585629458
ESPERANCE (12) MAT,12 ESPERANCE (12) MAT,13ème Ardt,75113,2026-2027,Maternelle,48.826775926512816,2.347942192656153
EMILE DUPLOYE (27) MAT,27 EMILE DUPLOYE (27) MAT,18ème Ardt,75118,2026-2027,Maternelle,48.889900240270194,2.355140425492895
TROIS BORNES (39) MAT,39 TROIS BORNES (39) MAT,11ème Ardt,75111,2026-2027,Maternelle,48.86734855731877,2.3746009950485596
D'ARTAGNAN (12) MAT,12 D'ARTAGNAN (12) MAT,12ème Ardt,75112,2026-2027,Maternelle,48.84540652764176,2.3867555122192794
AMIRAUX (19) MAT,19 AMIRAUX (19) MAT,18ème Ardt,75118,2026-2027,Maternelle,48.89461849697415,2.350400755443511
EUGENE REISZ (2) MAT,2 EUGENE REISZ (2) MAT,20ème Ardt,75120,2026-2027,Maternelle,48.85627811228629,2.410503469825659
SEVERO (12) POLY,12 SEVERO (12) POLY,14ème Ardt,75114,2026-2027,Polyvalent,48.83245025289119,2.3235273608754685
SADI LECOINTE (8) MAT,8 SADI LECOINTE (8) MAT,19ème Ardt,75119,2026-2027,Maternelle,48.88035393950241,2.3738821856589865
GUSTAVE ZEDE (5) MAT - René LA COMBE,5 GUSTAVE ZEDE (5) MAT - REN� LA COMBE,16ème Ardt,75116,2026-2027,Maternelle,48.855739968153905,2.2728073732431824
BOY ZELENSKI (5) MAT,5 BOY ZELENSKI (5) MAT,10ème Ardt,75110,2026-2027,Maternelle,48.87683463546491,2.36788662396696
MADAME (40) MAT,40 RUE MADAME,6ème Ardt,75106,2026-2027,Maternelle,48.84914349557892,2.3316188351297815
TOURNELLES (21) POLY,21 RUE DES TOURNELLES,4ème Ardt,75104,2026-2027,Polyvalent,48.85432879792764,2.3673903615961445
SOMMERARD (10) MAT,10 RUE DU SOMMERARD,5ème Ardt,75105,2026-2027,Maternelle,48.849943323831674,2.34687168682565
ST ANDRE DES ARTS (39) MAT,39 RUE SAINT ANDRE DES ARTS,6ème Ardt,75106,2026-2027,Maternelle,48.85327367373054,2.3413056192165023
PAJOL (11) POLY,11 PAJOL (11) POLY,18ème Ardt,75118,2026-2027,Polyvalent,48.88557045298243,2.3606096722049075
CHOISY (4 B) MAT,4 bis CHOISY (4 B) MAT,13ème Ardt,75113,2026-2027,Maternelle,48.82064046139026,2.3648627277329224
FEDERATION (18) MAT,18 FEDERATION (18) MAT,15ème Ardt,75115,2026-2027,Maternelle,48.854537240506836,2.2910889400423504
LEGOUVE (6) MAT,6 LEGOUVE (6) MAT,10ème Ardt,75110,2026-2027,Maternelle,48.872254869006056,2.3621753999223016
ARCHEREAU (26) MAT,26 ARCHEREAU (26) MAT,19ème Ardt,75119,2026-2027,Maternelle,48.8902454147388,2.3734492916377015
GOUBET (4) ELEM,4 GOUBET (4) ELEM,19ème Ardt,75119,2026-2027,Elémentaire,48.88459274589403,2.3903302155166273
JOSSEAUME (3-7) ELEM,3 JOSSEAUME (3-7) ELEM,20ème Ardt,75120,2026-2027,Elémentaire,48.85475759113608,2.4027654872962483
CHAMPAGNE (17) POLY,17 CHAMPAGNE (17) POLY,20ème Ardt,75120,2026-2027,Polyvalent,48.85333032620816,2.4042089809108966
ST MAUR (200) ELEM,200 ST MAUR (200) ELEM,10ème Ardt,75110,2026-2027,Elémentaire,48.87223208176609,2.3716848483262667
TURGOT (15) ELEM,15 RUE TURGOT,9ème Ardt,75109,2026-2027,Elémentaire,48.88050057618935,2.345147048298475
CARDINAL LEMOINE (24) ELEM,24 RUE DU CARDINAL LEMOINE,5ème Ardt,75105,2026-2027,Elémentaire,48.84827305751572,2.3532818415788683
CHAPTAL (12) POLY,12 RUE CHAPTAL,9ème Ardt,75109,2026-2027,Polyvalent,48.88082464785626,2.3336321508838727
MADAME (42) ELEM,42 RUE MADAME,6ème Ardt,75106,2026-2027,Elémentaire,48.84894226433001,2.3316036092806876
LAS CASES (27) POLY,27 RUE LAS CASES,7ème Ardt,75107,2026-2027,Polyvalent,48.858978422295145,2.318591447403378
ROCHECHOUART (68) MAT,68 RUE DE ROCHECHOUART,9ème Ardt,75109,2026-2027,Maternelle,48.881386665636555,2.346594385299589
LOUIS DE FUNES (2) POLY,2 ALLEE LOUIS DE FUNES,8ème Ardt,75108,2026-2027,Polyvalent,48.87590706075656,2.3058764604394946
ST DIDIER (15 B) POLY,15 bis ST DIDIER (15 B) POLY,16ème Ardt,75116,2026-2027,Polyvalent,48.86614055402534,2.287603099939645
PAUL VALERY (18) POLY,18 PAUL VALERY (18) POLY,16ème Ardt,75116,2026-2027,Polyvalent,48.87034290370526,2.2900006682192444
OLIVIER DE SERRES (34) MAT,34 OLIVIER DE SERRES (34) MAT,15ème Ardt,75115,2026-2027,Maternelle,48.835507907168534,2.2965269926051577
EUGENIE COTTON (20) MAT,20 EUGENIE COTTON (20) MAT,19ème Ardt,75119,2026-2027,Maternelle,48.87880036365956,2.3950411328645584
EVA KOTCHEVER (4) POLY,4 EVA KOTCHEVER (4) POLY,18ème Ardt,75118,2026-2027,Polyvalent,48.89716088986233,2.3576876625309735
JENNER (46) MAT,46 JENNER (46) MAT,13ème Ardt,75113,2026-2027,Maternelle,48.83603938481635,2.36087574556163
ROBERT ESTIENNE (8) POLY,8 RUE ROBERT ESTIENNE,8ème Ardt,75108,2026-2027,Polyvalent,48.86861806590406,2.3051147792050424
MAURICE GENEVOIX (3) POLY,3 MAURICE GENEVOIX (3) POLY,18ème Ardt,75118,2026-2027,Polyvalent,48.8944552684476,2.3604653249850376
LEON SCHWARTZENBERG (11) MAT,11 LEON SCHWARTZENBERG (11) MAT,10ème Ardt,75110,2026-2027,Maternelle,48.87545394335968,2.355248422695462
EMILE LEVASSOR (3) ELEM,3 EMILE LEVASSOR (3) ELEM,13ème Ardt,75113,2026-2027,Elémentaire,48.820889245438714,2.369042817839281
JEAN FRANCOIS LEPINE (6) ELEM,6 JEAN FRANCOIS LEPINE (6) ELEM,18ème Ardt,75118,2026-2027,Elémentaire,48.886181734472096,2.3587182496320507
LEGENDRE (49) ELEM,49 LEGENDRE (49) ELEM,17ème Ardt,75117,2026-2027,Elémentaire,48.88525363944682,2.3159676579232036
OLIVIER METRA (24) ELEM A,24 OLIVIER METRA (24) ELEM A,20ème Ardt,75120,2026-2027,Elémentaire,48.87300073074146,2.394262605141225
AQUEDUC (39) ELEM,39 AQUEDUC (39) ELEM,10ème Ardt,75110,2026-2027,Elémentaire,48.88247900358761,2.363923017199924
PIERRE GOURDAULT (11) ELEM,11 PIERRE GOURDAULT (11) ELEM,13ème Ardt,75113,2026-2027,Elémentaire,48.831268625458605,2.3708054996786063
ALESIA (3) ELEM,3 ALESIA (3) ELEM,14ème Ardt,75114,2026-2027,Elémentaire,48.82655422621689,2.3403547178238604
BRETONNEAU (9) ELEM,9 BRETONNEAU (9) ELEM,20ème Ardt,75120,2026-2027,Elémentaire,48.86772369046553,2.4031960101954963
SURMELIN (18) MAT,18 SURMELIN (18) MAT,20ème Ardt,75120,2026-2027,Maternelle,48.86793592440649,2.4031726014336607
PYRENEES (291) ELEM B,291 PYRENEES (291) ELEM B,20ème Ardt,75120,2026-2027,Elémentaire,48.86929088174666,2.394876559204671
CHARENTON (315) ELEM,315 CHARENTON (315) ELEM,12ème Ardt,75112,2026-2027,Elémentaire,48.833631434636594,2.3951603278960523
GUTENBERG (50) ELEM,50 GUTENBERG (50) ELEM,15ème Ardt,75115,2026-2027,Elémentaire,48.842730877018894,2.2798377959842973
BELLES FEUILLES (3) POLY - FRANCOIS JACOB,3 BELLES FEUILLES (3) POLY - FRANCOIS JACOB,16ème Ardt,75116,2026-2027,Polyvalent,48.868835717142865,2.2807781660877846
ALESIA (12) ELEM,12 ALESIA (12) ELEM,14ème Ardt,75114,2026-2027,Elémentaire,48.8277006434855,2.3339874505395874
SIMPLON (14) POLY,14 SIMPLON (14) POLY,18ème Ardt,75118,2026-2027,Polyvalent,48.89357315361589,2.3514565316595917
ST SEBASTIEN (24) ELEM,24 ST SEBASTIEN (24) ELEM,11ème Ardt,75111,2026-2027,Elémentaire,48.861117342857185,2.369445127094934
ANTOINE CHANTIN (15) MAT,15 ANTOINE CHANTIN (15) MAT,14ème Ardt,75114,2026-2027,Maternelle,48.827116023249914,2.321911153160345
BESSIERES (90) MAT,90 BESSIERES (90) MAT,17ème Ardt,75117,2026-2027,Maternelle,48.8966554781644,2.3191258464316458
VOLONTAIRES (17) MAT,17 VOLONTAIRES (17) MAT,15ème Ardt,75115,2026-2027,Maternelle,48.84233015577324,2.307453230084538
SAUSSURE (48) MAT,48 SAUSSURE (48) MAT,17ème Ardt,75117,2026-2027,Maternelle,48.885193147775894,2.3152503865210172
PAUL ABADIE (1) MAT,1 PAUL ABADIE (1) MAT,18ème Ardt,75118,2026-2027,Maternelle,48.89678109226198,2.3353798643758124
WURTZ (16) MAT,16 WURTZ (16) MAT,13ème Ardt,75113,2026-2027,Maternelle,48.82693192147904,2.344618527667761
ST BERNARD (39) MAT,39 ST BERNARD (39) MAT,11ème Ardt,75111,2026-2027,Maternelle,48.85320559126304,2.3805645675256004
TANGER (41) MAT,41 TANGER (41) MAT,19ème Ardt,75119,2026-2027,Maternelle,48.887768133734,2.3702364147193737
CEPRE (13) MAT,13 CEPRE (13) MAT,15ème Ardt,75115,2026-2027,Maternelle,48.846624363452094,2.303604368736968
TOLBIAC (157) MAT,157 TOLBIAC (157) MAT,13ème Ardt,75113,2026-2027,Maternelle,48.82603438803607,2.356264686583316
MOSCOU (7) MAT,7 RUE DE MOSCOU,8ème Ardt,75108,2026-2027,Maternelle,48.88003521690321,2.3259924572838835
MARCADET (29) MAT,29 MARCADET (29) MAT,18ème Ardt,75118,2026-2027,Maternelle,48.890330350988556,2.352811098401421
JEANNE D'ARC (32) MAT,32 JEANNE D'ARC (32) MAT,13ème Ardt,75113,2026-2027,Maternelle,48.830265125567216,2.3680986900639502
MADEMOISELLE (83) MAT,83 MADEMOISELLE (83) MAT,15ème Ardt,75115,2026-2027,Maternelle,48.8433586734679,2.300498599395484
COUR DES NOUES (26) MAT,26 COUR DES NOUES (26) MAT,20ème Ardt,75120,2026-2027,Maternelle,48.864339140052664,2.4006638852553333
BOISSIERE (56) POLY,56 BOISSIERE (56) POLY,16ème Ardt,75116,2026-2027,Polyvalent,48.86804861016124,2.288044144313185
PARC DES PRINCES (27) MAT,27 PARC DES PRINCES (27) MAT,16ème Ardt,75116,2026-2027,Maternelle,48.840123668054495,2.2547566227893863
ANTOINE CHANTIN (22) MAT,22 ANTOINE CHANTIN (22) MAT,14ème Ardt,75114,2026-2027,Maternelle,48.827282456211165,2.322533613806645
GENERAL JEAN-SIMON (31) POLY,31 GENERAL JEAN-SIMON (31) POLY,13ème Ardt,75113,2026-2027,Polyvalent,48.826154926567035,2.3835692779153312
ST ANGE (14) MAT,14 ST ANGE (14) MAT,17ème Ardt,75117,2026-2027,Maternelle,48.89657309007504,2.3274317101488444
VAUVENARGUES (52) MAT,52 VAUVENARGUES (52) MAT,18ème Ardt,75118,2026-2027,Maternelle,48.895418518323694,2.331537079400387
TANGER (41) ELEM B,41 TANGER (41) ELEM B,19ème Ardt,75119,2026-2027,Elémentaire,48.887768133734,2.3702364147193737
PIERRE FONCIN (8) ELEM A,8 PIERRE FONCIN (8) ELEM A,20ème Ardt,75120,2026-2027,Elémentaire,48.87135911993382,2.409709173567288
CHARLES HERMITE (4) ELEM,4 CHARLES HERMITE (4) ELEM,18ème Ardt,75118,2026-2027,Elémentaire,48.89989353303013,2.3686660481548145
CHARDON LAGACHE (64) MAT,64 CHARDON LAGACHE (64) MAT,16ème Ardt,75116,2026-2027,Maternelle,48.84236112820665,2.2642222829511116
SARRETTE (55) MAT,55 SARRETTE (55) MAT,14ème Ardt,75114,2026-2027,Maternelle,48.82508625196558,2.3269351516433563
CENDRIERS (20) MAT - JACQUELINE MANICOM,20 CENDRIERS (20) MAT - JACQUELINE MANICOM,20ème Ardt,75120,2026-2027,Maternelle,48.86553823798571,2.3868861755356465
PREVOYANCE (29) MAT,29 PREVOYANCE (29) MAT,19ème Ardt,75119,2026-2027,Maternelle,48.883707272072826,2.3945556084295427
PLANCHAT (52) MAT,52 PLANCHAT (52) MAT,20ème Ardt,75120,2026-2027,Maternelle,48.85580459429238,2.396600653680645
VILLIERS (22) MAT,22 VILLIERS (22) MAT,17ème Ardt,75117,2026-2027,Maternelle,48.88495140132992,2.2855063149733303
MOURAUD (9) MAT,9 MOURAUD (9) MAT,20ème Ardt,75120,2026-2027,Maternelle,48.854931628609414,2.4074930731619624
TANDOU (22-28) MAT,22 TANDOU (22-28) MAT,19ème Ardt,75119,2026-2027,Maternelle,48.88646818603224,2.380622491588858
DARIUS MILHAUD (53) MAT,53 DARIUS MILHAUD (53) MAT,19ème Ardt,75119,2026-2027,Maternelle,48.88468263111015,2.3908932428725764
BESLAY (2) MAT,2 BESLAY (2) MAT,11ème Ardt,75111,2026-2027,Maternelle,48.863000845893396,2.373467183874624
PICPUS (56) MAT,56 PICPUS (56) MAT,12ème Ardt,75112,2026-2027,Maternelle,48.84359141551742,2.396622583993179
MAURICE D'OCAGNE (7) MAT,7 MAURICE D'OCAGNE (7) MAT,14ème Ardt,75114,2026-2027,Maternelle,48.82469959361119,2.3121556478273724
SEXTIUS MICHEL (22) MAT,22 SEXTIUS MICHEL (22) MAT,15ème Ardt,75115,2026-2027,Maternelle,48.850117135338394,2.2884111928041673
MURAT (162) MAT,162 MURAT (162) MAT,16ème Ardt,75116,2026-2027,Maternelle,48.838953773242956,2.265105062095442
PORTE D'IVRY (53) MAT,53 PORTE D'IVRY (53) MAT,13ème Ardt,75113,2026-2027,Maternelle,48.821185452670576,2.369492732784261
ROQUETTE (144) MAT,144 ROQUETTE (144) MAT,11ème Ardt,75111,2026-2027,Maternelle,48.8580748035193,2.38230266486954
FAUCONNIER (4) POLY - RAPHA?L ESRAIL,4 RUE DU FAUCONNIER,4ème Ardt,75104,2026-2027,Polyvalent,48.8536421914855,2.3596540713546945
BERCY (167) MAT,167 BERCY (167) MAT,12ème Ardt,75112,2026-2027,Maternelle,48.84260745086261,2.375238551801449
DEPARTEMENT (51) MAT,51 DEPARTEMENT (51) MAT,18ème Ardt,75118,2026-2027,Maternelle,48.88647962509409,2.361872957417844
SIBELLE (13) POLY,13 SIBELLE (13) POLY,14ème Ardt,75114,2026-2027,Polyvalent,48.825976518289444,2.338465797187959
CHOMEL (8) POLY,8 RUE CHOMEL,7ème Ardt,75107,2026-2027,Polyvalent,48.85217391881051,2.3255494745445104
MOUSSY (9) POLY,9 RUE DE MOUSSY,4ème Ardt,75104,2026-2027,Polyvalent,48.857756219209755,2.355622850347276
FONDARY (12) ELEM,12 FONDARY (12) ELEM,15ème Ardt,75115,2026-2027,Elémentaire,48.848405604867764,2.2922481732760325
